country,cause,year,both_sexes_death_rate,male_death_rate,female_death_rate
Switzerland, Ischaemic heart disease,2016,13[ 8–20],14[ 9–19],13[ 7–20]
Switzerland, Stroke,2016,3[ 1–8],3[ 1–6],4[ 1–10]
Switzerland, Chronic obstructive pulmonary disease,2016,4[ 1–7],4[ 1–8],4[ 1–7]
Syrian Arab Republic, Total,2016,44[ 38–50],48[ 42–56],39[ 33–46]
Syrian Arab Republic, Lower respiratory infections,2016,3[ 2–4],3[ 3–4],3[ 2–4]
Syrian Arab Republic," Trachea, bronchus, lung cancers",2016,2[ 1–3],3[ 2–5],1[ 1–1]
Syrian Arab Republic, Ischaemic heart disease,2016,31[ 26–37],34[ 28–40],28[ 23–34]
Syrian Arab Republic, Stroke,2016,5[ 4–6],5[ 4–6],5[ 4–6]
Syrian Arab Republic, Chronic obstructive pulmonary disease,2016,2[ 1–3],2[ 1–3],2[ 1–3]
Tajikistan, Total,2016,70[ 55–89],74[ 59–93],67[ 52–85]
Tajikistan, Lower respiratory infections,2016,15[ 11–20],16[ 11–21],15[ 10–19]
Tajikistan," Trachea, bronchus, lung cancers",2016,1[ 1–2],1[ 1–2],1[ 1–1]
Tajikistan, Ischaemic heart disease,2016,33[ 25–43],36[ 28–46],30[ 23–39]
Tajikistan, Stroke,2016,14[ 10–19],14[ 10–18],14[ 10–19]
Tajikistan, Chronic obstructive pulmonary disease,2016,7[ 4–9],7[ 4–10],6[ 4–9]
Thailand, Total,2016,85[ 64–107],98[ 75–125],71[ 53–91]
Thailand, Lower respiratory infections,2016,26[ 18–34],27[ 19–36],24[ 17–32]
Thailand," Trachea, bronchus, lung cancers",2016,9[ 5–13],12[ 7–18],6[ 4–9]
Thailand, Ischaemic heart disease,2016,21[ 16–27],24[ 18–30],18[ 13–24]
Thailand, Stroke,2016,14[ 10–19],17[ 13–22],12[ 8–16]
Thailand, Chronic obstructive pulmonary disease,2016,14[ 9–20],18[ 10–28],11[ 7–14]
Republic of North Macedonia, Total,2016,125[ 99–151],140[ 112–170],109[ 86–134]
Republic of North Macedonia, Lower respiratory infections,2016,3[ 2–4],3[ 2–4],3[ 2–3]
Republic of North Macedonia," Trachea, bronchus, lung cancers",2016,16[ 10–21],25[ 16–34],6[ 4–8]
Republic of North Macedonia, Ischaemic heart disease,2016,48[ 37–59],54[ 43–66],42[ 32–52]
Republic of North Macedonia, Stroke,2016,44[ 32–57],41[ 30–53],46[ 33–61]
Republic of North Macedonia, Chronic obstructive pulmonary disease,2016,14[ 9–19],17[ 9–24],12[ 8–15]
Timor-Leste, Total,2016,77[ 69–83],78[ 69–85],75[ 68–82]
Timor-Leste, Lower respiratory infections,2016,30[ 26–34],29[ 25–33],31[ 26–36]
Timor-Leste," Trachea, bronchus, lung cancers",2016,6[ 5–8],8[ 6–10],5[ 4–6]
Timor-Leste, Ischaemic heart disease,2016,20[ 18–23],20[ 18–23],20[ 17–23]
Timor-Leste, Stroke,2016,13[ 11–15],13[ 11–15],12[ 10–14]
Timor-Leste, Chronic obstructive pulmonary disease,2016,7[ 5–8],7[ 3–10],6[ 5–7]
Togo, Total,2016,115[ 104–125],120[ 108–131],110[ 100–119]
Togo, Lower respiratory infections,2016,58[ 49–65],64[ 54–72],53[ 45–59]
Togo," Trachea, bronchus, lung cancers",2016,0[ 0–0],1[ 0–1],0[ 0–0]
Togo, Ischaemic heart disease,2016,29[ 26–33],31[ 27–34],28[ 24–31]
Togo, Stroke,2016,18[ 16–20],16[ 14–18],20[ 17–22]
Togo, Chronic obstructive pulmonary disease,2016,8[ 6–10],8[ 4–10],9[ 7–10]
Tonga, Total,2016,57[ 40–71],68[ 48–85],45[ 32–57]
Tonga, Lower respiratory infections,2016,12[ 8–15],12[ 8–15],12[ 8–15]
Tonga," Trachea, bronchus, lung cancers",2016,7[ 4–10],9[ 5–14],5[ 3–7]
Tonga, Ischaemic heart disease,2016,20[ 15–26],27[ 20–34],14[ 10–18]
Tonga, Stroke,2016,9[ 6–12],8[ 5–11],9[ 6–13]
Tonga, Chronic obstructive pulmonary disease,2016,9[ 5–13],12[ 5–19],6[ 4–8]
Trinidad and Tobago, Total,2016,45[ 38–52],50[ 43–57],40[ 33–48]
Trinidad and Tobago, Lower respiratory infections,2016,5[ 3–7],5[ 3–7],5[ 3–7]
Trinidad and Tobago," Trachea, bronchus, lung cancers",2016,2[ 1–3],2[ 1–4],1[ 1–1]
Trinidad and Tobago, Ischaemic heart disease,2016,25[ 20–30],29[ 23–34],22[ 16–27]
Trinidad and Tobago, Stroke,2016,10[ 7–14],10[ 7–13],10[ 7–16]
Trinidad and Tobago, Chronic obstructive pulmonary disease,2016,3[ 2–5],4[ 2–7],2[ 1–3]
Tunisia, Total,2016,57[ 50–66],68[ 59–78],47[ 40–55]
Tunisia, Lower respiratory infections,2016,7[ 5–9],7[ 5–9],7[ 5–9]
Tunisia," Trachea, bronchus, lung cancers",2016,3[ 2–4],6[ 4–9],0[ 0–1]
Tunisia, Ischaemic heart disease,2016,33[ 26–40],38[ 31–46],28[ 21–34]
Tunisia, Stroke,2016,9[ 7–13],11[ 8–14],8[ 6–11]
Tunisia, Chronic obstructive pulmonary disease,2016,5[ 3–7],6[ 3–9],4[ 2–6]
Turkey, Total,2016,46[ 40–53],59[ 51–67],34[ 28–39]
Turkey, Lower respiratory infections,2016,3[ 2–4],4[ 3–4],2[ 2–3]
Turkey," Trachea, bronchus, lung cancers",2016,6[ 4–9],11[ 7–15],2[ 1–2]
Turkey, Ischaemic heart disease,2016,22[ 17–26],26[ 22–30],18[ 13–22]
Turkey, Stroke,2016,6[ 5–8],7[ 5–9],6[ 4–8]
Turkey, Chronic obstructive pulmonary disease,2016,9[ 5–13],12[ 7–18],6[ 3–9]
Turkmenistan, Total,2016,51[ 43–60],59[ 50–68],44[ 37–52]
Turkmenistan, Lower respiratory infections,2016,5[ 3–8],6[ 3–9],4[ 2–6]
Turkmenistan," Trachea, bronchus, lung cancers",2016,1[ 1–2],2[ 1–3],0[ 0–1]
Turkmenistan, Ischaemic heart disease,2016,34[ 27–41],38[ 31–45],29[ 22–36]
Turkmenistan, Stroke,2016,10[ 8–13],11[ 9–14],9[ 7–12]
Turkmenistan, Chronic obstructive pulmonary disease,2016,1[ 1–2],1[ 1–2],1[ 1–2]
Uganda, Total,2016,74[ 66–80],72[ 64–78],76[ 68–82]
Uganda, Lower respiratory infections,2016,47[ 40–52],48[ 40–53],46[ 39–51]
Uganda," Trachea, bronchus, lung cancers",2016,1[ 0–1],1[ 0–1],1[ 1–1]
Uganda, Ischaemic heart disease,2016,11[ 10–12],11[ 10–12],11[ 10–13]
Uganda, Stroke,2016,10[ 8–11],8[ 7–9],11[ 10–13]
Uganda, Chronic obstructive pulmonary disease,2016,5[ 4–6],5[ 3–6],5[ 4–6]
Ukraine, Total,2016,137[ 105–173],142[ 115–178],132[ 96–172]
Ukraine, Lower respiratory infections,2016,3[ 1–4],4[ 2–5],1[ 1–2]
Ukraine," Trachea, bronchus, lung cancers",2016,5[ 3–9],10[ 5–16],2[ 1–3]
Ukraine, Ischaemic heart disease,2016,101[ 74–131],101[ 78–125],102[ 70–137]
Ukraine, Stroke,2016,22[ 15–32],20[ 15–27],23[ 15–37]
Ukraine, Chronic obstructive pulmonary disease,2016,5[ 3–9],8[ 4–13],3[ 2–5]
United Arab Emirates, Total,2016,16[ 14–19],18[ 16–22],10[ 9–12]
United Arab Emirates, Lower respiratory infections,2016,1[ 1–2],1[ 1–2],1[ 1–1]
United Arab Emirates," Trachea, bronchus, lung cancers",2016,0[ 0–1],0[ 0–1],0[ 0–1]
United Arab Emirates, Ischaemic heart disease,2016,10[ 8–12],11[ 10–14],5[ 4–6]
United Arab Emirates, Stroke,2016,3[ 3–4],3[ 3–4],3[ 2–4]
United Arab Emirates, Chronic obstructive pulmonary disease,2016,1[ 1–2],2[ 1–2],1[ 0–1]
United Kingdom of Great Britain and Northern Ireland, Total,2016,32[ 24–43],34[ 26–44],30[ 21–42]
United Kingdom of Great Britain and Northern Ireland, Lower respiratory infections,2016,6[ 2–11],5[ 1–10],6[ 2–13]
United Kingdom of Great Britain and Northern Ireland," Trachea, bronchus, lung cancers",2016,3[ 2–6],4[ 2–7],3[ 1–5]
United Kingdom of Great Britain and Northern Ireland, Ischaemic heart disease,2016,12[ 8–16],15[ 10–19],9[ 6–14]
United Kingdom of Great Britain and Northern Ireland, Stroke,2016,5[ 2–11],4[ 2–8],5[ 2–13]
United Kingdom of Great Britain and Northern Ireland, Chronic obstructive pulmonary disease,2016,6[ 2–12],7[ 2–12],6[ 2–12]
United Republic of Tanzania, Total,2016,75[ 68–82],74[ 67–81],76[ 69–82]
United Republic of Tanzania, Lower respiratory infections,2016,43[ 37–48],44[ 37–49],42[ 36–47]
United Republic of Tanzania," Trachea, bronchus, lung cancers",2016,0[ 0–0],0[ 0–0],0[ 0–0]
United Republic of Tanzania, Ischaemic heart disease,2016,17[ 15–20],17[ 15–20],18[ 15–20]
United Republic of Tanzania, Stroke,2016,9[ 8–10],8[ 7–9],10[ 9–12]
United Republic of Tanzania, Chronic obstructive pulmonary disease,2016,5[ 3–6],5[ 3–6],5[ 4–5]
United States of America, Total,2016,24[ 17–32],26[ 19–34],22[ 15–31]
United States of America, Lower respiratory infections,2016,1[ 0–3],1[ 0–3],1[ 0–3]
United States of America," Trachea, bronchus, lung cancers",2016,2[ 1–3],2[ 1–4],2[ 1–3]
United States of America, Ischaemic heart disease,2016,13[ 9–18],16[ 11–21],11[ 7–16]
United States of America, Stroke,2016,3[ 1–7],3[ 1–5],3[ 1–9]
United States of America, Chronic obstructive pulmonary disease,2016,5[ 1–10],5[ 1–9],5[ 1–10]
Uruguay, Total,2016,32[ 23–45],35[ 26–48],30[ 21–44]
Uruguay, Lower respiratory infections,2016,4[ 1–8],4[ 1–7],5[ 2–9]
Uruguay," Trachea, bronchus, lung cancers",2016,3[ 1–5],4[ 2–8],2[ 1–3]
Uruguay, Ischaemic heart disease,2016,13[ 8–17],14[ 10–18],11[ 7–17]
Uruguay, Stroke,2016,6[ 3–13],5[ 3–10],7[ 4–17]
Uruguay, Chronic obstructive pulmonary disease,2016,6[ 2–11],8[ 3–14],5[ 2–8]
Uzbekistan, Total,2016,54[ 43–69],60[ 48–76],48[ 37–62]
Uzbekistan, Lower respiratory infections,2016,4[ 3–6],5[ 3–7],4[ 3–6]
Uzbekistan," Trachea, bronchus, lung cancers",2016,1[ 1–1],1[ 1–2],1[ 0–1]
Uzbekistan, Ischaemic heart disease,2016,39[ 30–49],43[ 34–54],34[ 26–45]
Uzbekistan, Stroke,2016,9[ 6–11],9[ 7–12],8[ 6–11]
Uzbekistan, Chronic obstructive pulmonary disease,2016,1[ 1–2],2[ 1–3],1[ 1–2]
Vanuatu, Total,2016,76[ 68–83],88[ 77–98],63[ 58–69]
Vanuatu, Lower respiratory infections,2016,15[ 13–17],17[ 14–19],14[ 12–16]
Vanuatu," Trachea, bronchus, lung cancers",2016,3[ 2–4],4[ 3–6],2[ 1–2]
Vanuatu, Ischaemic heart disease,2016,31[ 27–35],36[ 31–41],25[ 21–29]
Vanuatu, Stroke,2016,17[ 14–19],17[ 14–20],16[ 14–19]
Vanuatu, Chronic obstructive pulmonary disease,2016,10[ 6–13],14[ 6–19],7[ 5–8]
Venezuela (Bolivarian Republic of), Total,2016,29[ 24–36],34[ 28–41],24[ 19–31]
Venezuela (Bolivarian Republic of), Lower respiratory infections,2016,4[ 2–6],4[ 2–6],4[ 2–6]
Venezuela (Bolivarian Republic of)," Trachea, bronchus, lung cancers",2016,2[ 1–3],2[ 1–3],1[ 1–2]
Venezuela (Bolivarian Republic of), Ischaemic heart disease,2016,16[ 12–19],20[ 15–24],12[ 8–15]
Venezuela (Bolivarian Republic of), Stroke,2016,5[ 3–8],5[ 4–7],5[ 3–8]
Venezuela (Bolivarian Republic of), Chronic obstructive pulmonary disease,2016,3[ 2–5],3[ 2–5],3[ 1–5]
Viet Nam, Total,2016,65[ 55–76],76[ 65–88],54[ 45–64]
Viet Nam, Lower respiratory infections,2016,8[ 6–10],9[ 7–11],7[ 5–9]
Viet Nam," Trachea, bronchus, lung cancers",2016,9[ 6–11],10[ 7–14],7[ 5–9]
Viet Nam, Ischaemic heart disease,2016,18[ 14–22],20[ 16–24],16[ 12–21]
Viet Nam, Stroke,2016,20[ 16–25],25[ 20–31],15[ 11–20]
Viet Nam, Chronic obstructive pulmonary disease,2016,10[ 7–13],11[ 6–16],9[ 6–11]
Yemen, Total,2016,90[ 78–102],90[ 77–102],90[ 77–103]
Yemen, Lower respiratory infections,2016,23[ 18–27],21[ 17–25],25[ 20–30]
Yemen," Trachea, bronchus, lung cancers",2016,1[ 0–1],1[ 1–1],0[ 0–0]
Yemen, Ischaemic heart disease,2016,43[ 36–50],47[ 39–55],39[ 33–46]
Yemen, Stroke,2016,16[ 13–19],13[ 11–16],18[ 15–21]
Yemen, Chronic obstructive pulmonary disease,2016,7[ 5–9],7[ 4–10],7[ 5–8]
Zambia, Total,2016,63[ 57–70],63[ 56–70],64[ 57–70]
Zambia, Lower respiratory infections,2016,39[ 33–44],40[ 34–46],38[ 32–42]
Zambia," Trachea, bronchus, lung cancers",2016,0[ 0–0],0[ 0–1],0[ 0–0]
Zambia, Ischaemic heart disease,2016,12[ 11–14],12[ 11–13],12[ 11–14]
Zambia, Stroke,2016,8[ 7–9],6[ 5–7],9[ 8–10]
Zambia, Chronic obstructive pulmonary disease,2016,4[ 3–5],4[ 2–5],4[ 3–5]
Zimbabwe, Total,2016,67[ 59–74],61[ 53–69],72[ 64–79]
Zimbabwe, Lower respiratory infections,2016,39[ 32–45],40[ 33–46],38[ 32–44]
Zimbabwe," Trachea, bronchus, lung cancers",2016,1[ 1–1],1[ 1–1],0[ 0–1]
Zimbabwe, Ischaemic heart disease,2016,13[ 11–14],9[ 8–10],16[ 13–18]
Zimbabwe, Stroke,2016,8[ 7–10],6[ 5–7],10[ 9–12]
Zimbabwe, Chronic obstructive pulmonary disease,2016,6[ 4–7],6[ 3–8],6[ 5–7]
